date,ticker,open,high,low,close,volume
2026-01-01,TCB,34181.47265625,34181.47265625,34181.47265625,34181.47265625,0
2026-01-02,TCB,34181.47265625,34181.47265625,34181.47265625,34181.47265625,0
2026-01-05,TCB,33936.61787486588,34230.44140625,33104.11786927754,34230.44140625,8187500
2026-01-06,TCB,34230.44184570313,35258.82421875,33495.8830078125,35258.82421875,25180300
2026-01-07,TCB,35503.67807241587,35748.53102463942,35209.854529747594,35650.58984375,13319400
2026-01-08,TCB,35748.530110677086,35895.44187825521,34769.11832682292,35258.82421875,21044200
2026-01-09,TCB,36287.206114640176,36385.147291737725,35454.70610931105,35895.44140625,28290500
2026-01-12,TCB,35944.413096217104,37217.6484375,35699.5601459704,37217.6484375,23390400
2026-01-13,TCB,37315.590110441764,37413.531291834006,36385.14888721553,36581.03125,20065400
2026-01-14,TCB,36434.119520547945,36532.0607020548,35258.82534246575,35748.53125,24159300
2026-01-15,TCB,35258.82329705056,35846.4703520014,34573.23506627458,34867.05859375,27274000
2026-01-16,TCB,34916.02964058136,35601.617880368365,34867.05905202514,35062.94140625,9580800
2026-01-19,TCB,35160.88371642562,35699.56020790289,35062.942536157025,35552.6484375,9996300
2026-01-20,TCB,35601.62020275556,35846.47316150904,34916.031918245826,35209.85546875,15678200
2026-01-21,TCB,35062.94140625,35160.88258336243,34279.411989350556,35062.94140625,11159500
2026-01-22,TCB,35111.91245117188,35503.67716471355,34916.030094401045,35258.82421875,8784900
2026-01-23,TCB,35454.70770547945,36140.295976027395,35209.85475171233,35748.53125,20704300
2026-01-26,TCB,35944.41365708275,35944.41365708275,34916.03125,34916.03125,9416700
2026-01-27,TCB,34769.11788045422,35062.94141183834,34034.55905199392,34230.44140625,12126400
2026-01-28,TCB,34279.412930253624,34573.2364696558,33642.79526154891,33789.70703125,11482000
2026-01-29,TCB,33936.619700259675,34279.413838646135,33446.91378827902,34181.47265625,8593000
2026-01-30,TCB,34132.50044611769,35160.8828125,34083.52985724234,35160.8828125,11603200
2026-02-02,TCB,34573.23761160714,35013.972935267855,34034.56110491072,34279.4140625,9657500
2026-02-03,TCB,34867.06047370317,34867.06047370317,33985.58984375,33985.58984375,14012600
