date,ticker,open,high,low,close,volume
2026-01-01,FPT,94498.375,94498.375,94498.375,94498.375,0
2026-01-02,FPT,94498.375,94498.375,94498.375,94498.375,0
2026-01-05,FPT,94399.73134046052,94399.73134046052,91933.69865131579,93709.2421875,7029300
2026-01-06,FPT,93413.3172706117,93511.95857712766,92328.26289893617,92722.828125,5397500
2026-01-07,FPT,92821.46903044872,96273.91474358975,92722.82772435897,96175.2734375,11427400
2026-01-08,FPT,96767.12025582901,96767.12025582901,95188.859375,95188.859375,5576200
2026-01-09,FPT,94794.29582424281,98542.66548222536,94695.65451745379,96076.6328125,10048700
2026-01-12,FPT,96668.48194095478,98148.1015625,96668.48194095478,98148.1015625,9076600
2026-01-13,FPT,98345.38043478261,100318.20652173914,96569.83695652174,97556.25,9411100
2026-01-14,FPT,97654.8929891032,99726.36041614479,96471.19731650801,98444.0234375,11900400
2026-01-15,FPT,98444.02449238578,100318.20932741117,97063.0461928934,97161.6875,7401400
2026-01-16,FPT,98148.10103573123,103869.296875,98148.10103573123,103869.296875,23871100
2026-01-19,FPT,107223.09782608696,107223.09782608696,104066.57608695653,104362.5,14710500
2026-01-20,FPT,104658.4277212416,105546.19949267533,102586.96025456293,102685.6015625,12213100
2026-01-21,FPT,101797.83142857143,105052.99464285714,99726.36392857143,103573.375,14517300
2026-01-22,FPT,104066.57608695653,104362.5,102093.75,102093.75,8095100
2026-01-23,FPT,102192.3926980198,103178.80575495049,99627.71875,99627.71875,9418000
2026-01-26,FPT,98838.58972081219,100219.56802030456,96668.480964467,97161.6875,11183100
2026-01-27,FPT,98246.74078721841,101107.33866154504,97753.53425716209,100712.7734375,10585500
2026-01-28,FPT,101008.69665071771,104362.50103169857,100910.05534539474,103080.1640625,11949800
2026-01-29,FPT,103573.37527980679,105743.48409519321,102291.03825253299,104658.4296875,14247700
2026-01-30,FPT,104954.34886363636,104954.34886363636,102488.31623056221,103080.1640625,10833200
2026-02-02,FPT,101896.46974622483,102882.8828125,100219.56753355704,102882.8828125,9331400
2026-02-03,FPT,103474.73340501684,103967.93995127527,101501.90721998316,102488.3203125,9097000
2026-02-04,FPT,101699.18787567467,102093.75310506624,100120.92695810844,100515.4921875,11639700
2026-02-05,FPT,99824.99930555555,100515.48843118687,97654.890625,97654.890625,18088600
2026-02-06,FPT,96668.47928406762,98641.30539190574,95386.14231397286,96273.9140625,9766800
2026-02-09,FPT,97457.60801767677,98049.45583964647,96569.83628472223,97654.890625,5108600
2026-02-10,FPT,98542.66269651073,98542.66269651073,95977.98879249745,96471.1953125,6113500
2026-02-11,FPT,96865.76289934077,98148.09988273327,96076.63244802231,97260.328125,5507500
2026-02-12,FPT,97654.89198507085,97852.1745951417,97063.04415485829,97457.609375,4125200
2026-02-13,FPT,96767.12164135513,97161.68686721183,94991.578125,94991.578125,18508400
2026-02-16,FPT,94991.578125,94991.578125,94991.578125,94991.578125,0
2026-02-17,FPT,94991.578125,94991.578125,94991.578125,94991.578125,0
2026-02-18,FPT,94991.578125,94991.578125,94991.578125,94991.578125,0
2026-02-19,FPT,94991.578125,94991.578125,94991.578125,94991.578125,0
