date,ticker,open,high,low,close,volume
2026-01-01,VIC,169600.0,169600.0,169600.0,169600.0,0
2026-01-02,VIC,169600.0,169600.0,169600.0,169600.0,0
2026-01-05,VIC,169600.0,174500.0,166800.0,173100.0,6644800
2026-01-06,VIC,173600.0,176000.0,171400.0,173100.0,7681000
2026-01-07,VIC,173100.0,179500.0,168600.0,179000.0,7674800
2026-01-08,VIC,183500.0,190000.0,176600.0,176600.0,6593700
2026-01-09,VIC,176000.0,180200.0,172600.0,176000.0,5389600
2026-01-12,VIC,174600.0,175400.0,163700.0,163700.0,9379500
2026-01-13,VIC,159000.0,173300.0,158000.0,167900.0,5382600
2026-01-14,VIC,171200.0,171200.0,159000.0,160200.0,4416000
2026-01-15,VIC,160100.0,160200.0,150900.0,153000.0,8278800
2026-01-16,VIC,153000.0,163000.0,153000.0,159900.0,3824600
2026-01-19,VIC,164900.0,164900.0,159000.0,162000.0,2282900
2026-01-20,VIC,162000.0,162000.0,154600.0,161000.0,5147800
2026-01-21,VIC,159000.0,164200.0,158900.0,160500.0,3238000
2026-01-22,VIC,157000.0,161400.0,157000.0,161100.0,3404000
2026-01-23,VIC,163800.0,167700.0,162500.0,165400.0,3317300
2026-01-26,VIC,167000.0,167500.0,159600.0,159900.0,2315400
2026-01-27,VIC,160000.0,160000.0,150100.0,151000.0,6581300
2026-01-28,VIC,151000.0,154500.0,140500.0,140500.0,10028300
2026-01-29,VIC,138900.0,142000.0,138500.0,140500.0,6992500
2026-01-30,VIC,140500.0,141900.0,135900.0,140500.0,6881400
2026-02-02,VIC,138500.0,140000.0,130700.0,130700.0,10401600
2026-02-03,VIC,125300.0,133100.0,125300.0,130700.0,8884500
2026-02-04,VIC,129600.0,129800.0,121600.0,121600.0,11704000
2026-02-05,VIC,119000.0,130100.0,118900.0,130100.0,7413900
2026-02-06,VIC,130100.0,137300.0,128000.0,131000.0,7311200
2026-02-09,VIC,132800.0,133300.0,129500.0,132300.0,2803700
2026-02-10,VIC,132500.0,141500.0,132300.0,141500.0,6103600
2026-02-11,VIC,148000.0,151300.0,147000.0,150800.0,5289000
2026-02-12,VIC,154800.0,160800.0,152000.0,159000.0,4346600
2026-02-13,VIC,161900.0,164100.0,152000.0,160000.0,5436200
2026-02-16,VIC,160000.0,160000.0,160000.0,160000.0,0
2026-02-17,VIC,160000.0,160000.0,160000.0,160000.0,0
2026-02-18,VIC,160000.0,160000.0,160000.0,160000.0,0
2026-02-19,VIC,160000.0,160000.0,160000.0,160000.0,0
2026-02-20,VIC,160000.0,160000.0,160000.0,160000.0,0
2026-02-23,VIC,160000.0,166800.0,159200.0,162300.0,3711300
2026-02-24,VIC,162300.0,163600.0,159000.0,162900.0,1947400
2026-02-25,VIC,160000.0,162000.0,155000.0,158000.0,5289800
2026-02-26,VIC,157000.0,169000.0,157000.0,168900.0,6775200
2026-02-27,VIC,169100.0,178500.0,168000.0,172000.0,3624400
2026-03-02,VIC,171000.0,177800.0,166000.0,167200.0,4989000
2026-03-03,VIC,171000.0,177800.0,166000.0,167200.0,4989000
2026-03-04,VIC,150600.0,161000.0,150600.0,155600.0,4387500
2026-03-05,VIC,159000.0,166400.0,157200.0,164800.0,5615500
2026-03-06,VIC,163500.0,165000.0,156000.0,156500.0,2975400
2026-03-09,VIC,151400.0,156000.0,145600.0,145600.0,6353700
2026-03-10,VIC,154800.0,154800.0,141000.0,141800.0,4203800
2026-03-11,VIC,143000.0,148500.0,143000.0,146000.0,2974500
2026-03-12,VIC,144800.0,149700.0,142900.0,145000.0,3036100
2026-03-13,VIC,143900.0,148000.0,141200.0,144600.0,2665200
2026-03-16,VIC,146200.0,147600.0,141400.0,144700.0,2480300
2026-03-17,VIC,145000.0,150900.0,145000.0,146200.0,2810700
2026-03-18,VIC,148300.0,156000.0,146000.0,146000.0,4966200
2026-03-19,VIC,146600.0,151000.0,145000.0,145000.0,5611400
2026-03-20,VIC,148000.0,148000.0,135000.0,135000.0,10346200
2026-03-23,VIC,135600.0,138000.0,125600.0,125600.0,4671100
2026-03-24,VIC,132000.0,132400.0,122800.0,124000.0,3901200
2026-03-25,VIC,128000.0,132300.0,126000.0,128700.0,3013400
2026-03-26,VIC,129900.0,130900.0,125900.0,130000.0,2435600
2026-03-27,VIC,130500.0,133900.0,128600.0,132600.0,2124700
2026-03-30,VIC,128900.0,132200.0,127500.0,129500.0,2042500
2026-03-31,VIC,130200.0,135000.0,130000.0,135000.0,3316700
2026-04-01,VIC,143000.0,144300.0,139300.0,141000.0,3637400
2026-04-02,VIC,142800.0,142800.0,137800.0,139900.0,4153300
2026-04-03,VIC,140000.0,144900.0,139300.0,141000.0,2869800
2026-04-06,VIC,141000.0,142500.0,139000.0,141600.0,2024600
2026-04-07,VIC,141600.0,146900.0,139900.0,143400.0,3077600
2026-04-08,VIC,150000.0,153400.0,147100.0,153400.0,4034100
2026-04-09,VIC,154000.0,154000.0,149200.0,149200.0,2623100
2026-04-10,VIC,151600.0,154000.0,151500.0,151700.0,2195500
2026-04-13,VIC,151700.0,162000.0,149300.0,160000.0,4051300
2026-04-14,VIC,162000.0,165900.0,161900.0,165500.0,3658000
2026-04-15,VIC,166200.0,177000.0,166200.0,177000.0,6640600
2026-04-16,VIC,180000.0,189300.0,178900.0,189300.0,7573800
2026-04-17,VIC,194900.0,200000.0,187500.0,187900.0,6747900
2026-04-20,VIC,186500.0,191000.0,178100.0,191000.0,5425000
2026-04-21,VIC,194000.0,201900.0,192400.0,193700.0,3340700
2026-04-22,VIC,193600.0,207200.0,191200.0,207200.0,4713700
2026-04-23,VIC,212000.0,218900.0,209100.0,214500.0,4258100
2026-04-24,VIC,215200.0,221900.0,208000.0,212100.0,4235200
2026-04-27,VIC,212100.0,212100.0,212100.0,212100.0,0
2026-04-28,VIC,210000.0,226900.0,209800.0,225500.0,5194900
2026-04-29,VIC,227800.0,227800.0,213800.0,214000.0,5786200
2026-04-30,VIC,214000.0,214000.0,214000.0,214000.0,0
2026-05-01,VIC,214000.0,214000.0,214000.0,214000.0,0
2026-05-04,VIC,217000.0,220000.0,204000.0,212000.0,3884000
2026-05-05,VIC,211900.0,224800.0,210300.0,219500.0,2877500
2026-05-06,VIC,220500.0,223000.0,214500.0,219500.0,3130600
2026-05-07,VIC,219500.0,231000.0,218000.0,224000.0,4299400
2026-05-08,VIC,223600.0,227300.0,218000.0,226000.0,3703600
2026-05-11,VIC,225900.0,230000.0,219500.0,223000.0,4626200
2026-05-12,VIC,222000.0,225600.0,215100.0,222000.0,4023400
2026-05-13,VIC,223000.0,224000.0,206500.0,221000.0,6456000
2026-05-14,VIC,218000.0,232000.0,211500.0,229800.0,3746700
2026-05-15,VIC,229800.0,231800.0,224000.0,228000.0,3910800
2026-05-18,VIC,226800.0,228800.0,221700.0,225000.0,2674600
2026-05-19,VIC,225000.0,227000.0,221000.0,225100.0,3376900
2026-05-20,VIC,225100.0,230200.0,222200.0,226700.0,3788300
2026-05-21,VIC,227200.0,228500.0,216400.0,218700.0,5372600
2026-05-22,VIC,218500.0,218500.0,209300.0,216500.0,4167600
2026-05-25,VIC,216600.0,221200.0,216500.0,218800.0,2333800
2026-05-26,VIC,218800.0,218800.0,212500.0,213000.0,2400500
2026-05-27,VIC,213000.0,214000.0,204900.0,210800.0,4515900
2026-05-28,VIC,209100.0,217500.0,206100.0,210800.0,3051200
2026-05-29,VIC,211000.0,214300.0,209500.0,211300.0,2017000
2026-06-01,VIC,211400.0,212500.0,204500.0,204900.0,2098200
2026-06-02,VIC,204900.0,210900.0,202000.0,204900.0,1679300
2026-06-03,VIC,204700.0,204900.0,191000.0,197600.0,5110300
2026-06-04,VIC,197600.0,200600.0,193300.0,200200.0,2507200
2026-06-05,VIC,200300.0,210300.0,200300.0,207000.0,3581100
2026-06-08,VIC,204900.0,204900.0,195000.0,195000.0,3271900
2026-06-09,VIC,198000.0,198000.0,192700.0,193200.0,1810400
2026-06-10,VIC,193000.0,196500.0,190800.0,196000.0,1395000
