date,ticker,open,high,low,close,volume
2026-01-01,HPG,23569.119140625,23569.119140625,23569.119140625,23569.119140625,0
2026-01-02,HPG,23569.119140625,23569.119140625,23569.119140625,23569.119140625,0
2026-01-05,HPG,23569.120287253143,23703.03539469255,22944.181840495963,23167.373046875,51136690
2026-01-06,HPG,23212.012055374777,23390.56617131396,22631.71261711737,23167.373046875,43578260
2026-01-07,HPG,23167.372485860094,23881.588932321552,23167.372485860094,23747.673828125,40974670
2026-01-08,HPG,23836.949342473985,23926.227355130195,23569.119140625,23569.119140625,41270460
2026-01-09,HPG,23926.228759447768,23926.228759447768,23390.56640625,23390.56640625,38598230
2026-01-12,HPG,23524.480368227996,24640.44211110916,23524.480368227996,24551.166015625,91888390
2026-01-13,HPG,24774.358883381065,24908.273984296455,24104.781460744296,24327.97265625,50355140
2026-01-14,HPG,24506.526763490463,24640.44186440585,24104.781460744296,24327.97265625,59299130
2026-01-15,HPG,24327.974132261217,24908.275495515343,24327.974132261217,24640.443359375,68131470
2026-01-16,HPG,24818.99747744858,25220.744722629126,24372.6131412946,24640.443359375,72134700
2026-01-19,HPG,24908.274816329864,25176.105027107216,24685.08169530881,24729.720703125,44512490
2026-01-20,HPG,24863.634977971382,24952.912990621528,24194.057555334613,24327.97265625,48586560
2026-01-21,HPG,24238.6977389578,24327.973837884347,23792.31340820522,23926.228515625,40957730
2026-01-22,HPG,24015.504277306485,24372.612504117715,23970.8671875,23970.8671875,30505860
2026-01-23,HPG,24194.059071487147,24238.698080609578,23881.58984375,23881.58984375,26656960
2026-01-26,HPG,23881.58906481858,23926.22807248505,23345.926727000588,23479.84375,37135230
2026-01-27,HPG,23524.481746848975,23703.03586634107,23390.566636744894,23613.759765625,23115620
2026-01-28,HPG,23703.034118520583,24194.057431401652,23703.034118520583,23836.94921875,32980970
2026-01-29,HPG,23926.22838042388,24194.05859375,23926.22838042388,24194.05859375,30369570
2026-01-30,HPG,24372.61284637758,24551.166962290594,23881.58950713177,23926.228515625,44614240
2026-02-02,HPG,23926.22827844373,23926.22827844373,23435.204944065445,23703.03515625,48426730
2026-02-03,HPG,23792.31374356508,24194.059071487147,23792.31374356508,23881.58984375,35232890
2026-02-04,HPG,23970.866942106382,25533.213020836654,23970.866942106382,25265.3828125,159959910
2026-02-05,HPG,25265.382107723686,25310.019195828067,24595.8046875,24595.8046875,36175810
